,Player,Last Rank,Set W%,Game W%,Hold %,1st Serve In %,2nd Serve In %,1st Serve Won %,2nd Serve Won %,Breaking %,Break Pts Saved %,Break Pts Conv. %,Pts Won v 1st Serve %,Pts Won v 2nd Serve %,Opponent Quality,Activity,3mo Set W%,3mo Game W%,3mo Hold %,3mo 1st Serve In %,3mo 2nd Serve In %,3mo 1st Serve Won %,3mo 2nd Serve Won %,3mo Breaking %,3mo Break Pts Saved %,3mo Break Pts Conv. %,3mo Pts Won v 1st Serve %,3mo Pts Won v 2nd Serve %,3mo Opponent Quality,3mo Activity,Hard Set W%,Hard Game W%,Hard Hold %,Hard 1st Serve In %,Hard 2nd Serve In %,Hard 1st Serve Won %,Hard 2nd Serve Won %,Hard Breaking %,Hard Break Pts Saved %,Hard Break Pts Conv. %,Hard Pts Won v 1st Serve %,Hard Pts Won v 2nd Serve %,Hard Opponent Quality,Hard Activity,Hard 3mo Set W%,Hard 3mo Game W%,Hard 3mo Hold %,Hard 3mo 1st Serve In %,Hard 3mo 2nd Serve In %,Hard 3mo 1st Serve Won %,Hard 3mo 2nd Serve Won %,Hard 3mo Breaking %,Hard 3mo Break Pts Saved %,Hard 3mo Break Pts Conv. %,Hard 3mo Pts Won v 1st Serve %,Hard 3mo Pts Won v 2nd Serve %,Hard 3mo Opponent Quality,Hard 3mo Activity,Clay Set W%,Clay Game W%,Clay Hold %,Clay 1st Serve In %,Clay 2nd Serve In %,Clay 1st Serve Won %,Clay 2nd Serve Won %,Clay Breaking %,Clay Break Pts Saved %,Clay Break Pts Conv. %,Clay Pts Won v 1st Serve %,Clay Pts Won v 2nd Serve %,Clay Opponent Quality,Clay Activity,Clay 3mo Set W%,Clay 3mo Game W%,Clay 3mo Hold %,Clay 3mo 1st Serve In %,Clay 3mo 2nd Serve In %,Clay 3mo 1st Serve Won %,Clay 3mo 2nd Serve Won %,Clay 3mo Breaking %,Clay 3mo Break Pts Saved %,Clay 3mo Break Pts Conv. %,Clay 3mo Pts Won v 1st Serve %,Clay 3mo Pts Won v 2nd Serve %,Clay 3mo Opponent Quality,Clay 3mo Activity,Grass Set W%,Grass Game W%,Grass Hold %,Grass 1st Serve In %,Grass 2nd Serve In %,Grass 1st Serve Won %,Grass 2nd Serve Won %,Grass Breaking %,Grass Break Pts Saved %,Grass Break Pts Conv. %,Grass Pts Won v 1st Serve %,Grass Pts Won v 2nd Serve %,Grass Opponent Quality,Grass Activity,Grass 3mo Set W%,Grass 3mo Game W%,Grass 3mo Hold %,Grass 3mo 1st Serve In %,Grass 3mo 2nd Serve In %,Grass 3mo 1st Serve Won %,Grass 3mo 2nd Serve Won %,Grass 3mo Breaking %,Grass 3mo Break Pts Saved %,Grass 3mo Break Pts Conv. %,Grass 3mo Pts Won v 1st Serve %,Grass 3mo Pts Won v 2nd Serve %,Grass 3mo Opponent Quality,Grass 3mo Activity
0,Abedallah Shelbayh,185.0,0.32575757575757575,0.45656569503991773,0.705886789977699,0.5851692479055159,0.8775825608522324,0.6777630321442957,0.4493010784072663,0.22722025449298175,0.5529122392758756,0.3131351714239415,0.30509639534125155,0.4921810785197513,719.0,0.015068493150684932,,,,,,,,,,,,,,0.0,0.4305555555555555,0.49109552727973776,0.7879389129389129,0.6052244497825369,0.8991270089309306,0.7079011655711632,0.47962226393598933,0.22077922077922077,0.5573232323232323,0.21802054154995332,0.2975120980827006,0.5127176177992875,735.1666666666666,0.00821917808219178,,,,,,,,,,,,,,0.0,0.3333333333333333,0.4710369273567551,0.6123737373737373,0.5549518958687041,0.8639931497074355,0.6655321329234373,0.37866895009752155,0.3545454545454545,0.5793650793650794,0.5454545454545454,0.3872989503888847,0.4809195402298851,770.3333333333334,0.00410958904109589,,,,,,,,,,,,,,0.0,0.0,0.33126934984520123,0.6,0.5703296703296703,0.8333333333333333,0.6056949806949807,0.4642857142857143,0.05555555555555555,0.5,0.25,0.20454545454545453,0.447463768115942,593.5,0.0027397260273972603,,,,,,,,,,,,,,0.0
1,Adam Moundir,779.0,0.0,0.38405797101449274,0.8181818181818182,0.5135135135135135,0.8888888888888888,0.7368421052631579,0.5,0.09090909090909091,0.6,0.16666666666666666,0.2549019607843137,0.4827586206896552,386.5,0.0027397260273972603,,,,,,,,,,,,,,0.0,0.0,0.3333333333333333,,,,,,,,,,,397.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,0.0,0.43478260869565216,0.8181818181818182,0.5135135135135135,0.8888888888888888,0.7368421052631579,0.5,0.09090909090909091,0.6,0.16666666666666666,0.2549019607843137,0.4827586206896552,376.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Adrian Mannarino,25.0,0.5595041322314048,0.5164853221837515,0.7926145715157039,0.6070261320493635,0.9270555296386448,0.7133523784298388,0.54102629752136,0.2509200162674081,0.5425464586778265,0.4571984677073172,0.28533204201388984,0.5156126183246813,1309.2561983471073,0.16575342465753426,,,,,,,,,,,,,,0.0,0.5693181818181817,0.5243476304389708,0.8081548948029734,0.6066178763438529,0.9358208354786478,0.7226998297031895,0.5473661153593895,0.24998130216734216,0.5327514324120659,0.4573095772790895,0.28496091870529666,0.5148855089137996,1269.7272727272727,0.12054794520547946,,,,,,,,,,,,,,0.0,0.2962962962962963,0.3998927650256372,0.6098373848373848,0.5860107532495665,0.9149723822378262,0.6318644282307088,0.4622737403500817,0.21484938672438672,0.5568272533184814,0.36041666666666666,0.259099101939713,0.5127705548758181,815.2222222222222,0.012328767123287671,,,,,,,,,,,,,,0.0,0.6222222222222221,0.5313790675155737,0.8054698580740247,0.6163698153773666,0.9001776973206089,0.7104153260250062,0.5478408258743169,0.2668130420304334,0.5701762368066716,0.49046557307426875,0.29649925306416497,0.5192838675069975,1639.4583333333333,0.03287671232876712,,,,,,,,,,,,,,0.0
3,Ainius Sabaliauskas,1783.0,1.0,0.6190476190476191,,,,,,,,,,,2.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,1.0,0.6190476190476191,,,,,,,,,,,2.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Aisam Ul Haq Qureshi,,1.0,0.6355498721227621,1.0,0.5846153846153846,0.8148148148148148,0.8421052631578947,0.6296296296296297,0.09090909090909091,,0.25,0.2564102564102564,0.4594594594594595,1.0,0.0027397260273972603,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.6355498721227621,1.0,0.5846153846153846,0.8148148148148148,0.8421052631578947,0.6296296296296297,0.09090909090909091,,0.25,0.2564102564102564,0.4594594594594595,1.0,0.0027397260273972603,,,,,,,,,,,,,,0.0
5,Ajeet Rai,679.0,0.0,0.3684210526315789,,,,,,,,,,,199.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,0.0,0.3684210526315789,,,,,,,,,,,199.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Alan Fernando Rubio Fierros,915.0,0.0,0.2,,,,,,,,,,,276.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.2,,,,,,,,,,,276.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Alastair Gray,288.0,0.5,0.5,0.8238095238095238,0.6358294483294483,0.8900293255131965,0.7451333813987022,0.4292521994134898,0.18382352941176472,0.7277777777777779,0.3611111111111111,0.2845779938135219,0.5032407407407408,1835.5,0.0027397260273972603,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,0.8238095238095238,0.6358294483294483,0.8900293255131965,0.7451333813987022,0.4292521994134898,0.18382352941176472,0.7277777777777779,0.3611111111111111,0.2845779938135219,0.5032407407407408,1835.5,0.0027397260273972603,,,,,,,,,,,,,,0.0
8,Albert Ramos,94.0,0.4225925925925925,0.48268792333527555,0.7441201841780163,0.6473515732421431,0.9334206977667052,0.6621208429975394,0.507882111616444,0.24198402748822917,0.5898977292001729,0.4322691916704522,0.2962914701840986,0.5013789751856352,1206.4,0.1232876712328767,,,,,,,,,,,,,,0.0,0.3208333333333333,0.44476375567989657,0.7272503126261297,0.627847106058728,0.9382245483281364,0.6707093127346759,0.4903915099608394,0.18820124252109546,0.5388347763347764,0.41673349798349796,0.25115406473725005,0.49749305128001914,1265.8214285714287,0.038356164383561646,,,,,,,,,,,,,,0.0,0.5008620689655172,0.5064275953671145,0.7509721425745767,0.6526993308528047,0.9361157368154467,0.6581880450559963,0.519370630288768,0.2769707722832723,0.6078070331774726,0.44599419313179817,0.3241169760083195,0.506141593286514,1108.4827586206898,0.07945205479452055,,,,,,,,,,,,,,0.0,0.0,0.40393185246126423,0.7586384204031262,0.7014642413756024,0.8619166402702988,0.6611742424242424,0.4593601520430789,0.0748663101604278,0.6793650793650793,0.3333333333333333,0.1974991224991225,0.4585509990858038,2210.25,0.005479452054794521,,,,,,,,,,,,,,0.0
9,Alec Beckley,687.0,0.3333333333333333,0.42857142857142855,,,,,,,,,,,48.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Alejandro Davidovich Fokina,28.0,0.5179245283018867,0.5099281028838881,0.7485352783988358,0.6599079468821754,0.9207547894964234,0.6685332192897543,0.5207860435478239,0.27998398965641286,0.5645278276766167,0.465490823780072,0.3164163665086378,0.5087942859229712,1927.7641509433963,0.14520547945205478,,,,,,,,,,,,,,0.0,0.4929378531073446,0.4997314251107893,0.7383657560692759,0.6398281759280166,0.9291342342267078,0.6734535139948453,0.5162982903647123,0.272562837569574,0.5524917542774685,0.47299077556430497,0.30525269615528733,0.505819531762439,1953.2881355932204,0.08082191780821918,,,,,,,,,,,,,,0.0,0.5555555555555556,0.5255202399108819,0.7539121893901306,0.6969297995667321,0.906338373509059,0.6575006732654357,0.5069562245453045,0.30465913217138696,0.5741584839063831,0.4402214002123703,0.3484963085718209,0.5127746010441601,1984.0,0.049315068493150684,,,,,,,,,,,,,,0.0,0.5287878787878788,0.5135905624876214,0.7854837349222376,0.6464461095777506,0.9229914928108173,0.678249061951128,0.5901179455382126,0.2370093884131317,0.5951593860684771,0.5100091827364555,0.2713053334698283,0.5117232996601166,1606.8181818181818,0.015068493150684932,,,,,,,,,,,,,,0.0
11,Alejandro Gonzalez,453.0,0.0,0.07692307692307693,0.16666666666666666,0.5813953488372093,0.8888888888888888,0.4,0.3333333333333333,,0.5,,0.13636363636363635,0.47368421052631576,2010.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,0.0,0.07692307692307693,0.16666666666666666,0.5813953488372093,0.8888888888888888,0.4,0.3333333333333333,,0.5,,0.13636363636363635,0.47368421052631576,2010.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Alejandro Tabilo,124.0,0.5085365853658537,0.5056707760406309,0.7230954230954232,0.6404263457587304,0.8962477767878417,0.6877457554326231,0.4932687020891028,0.27300687204533364,0.5489465864465864,0.43269454904070287,0.3270236585947436,0.5012212853696594,940.439024390244,0.056164383561643834,,,,,,,,,,,,,,0.0,0.41666666666666663,0.478732136158184,0.7269232503607503,0.6533433176757982,0.9036971989505734,0.6847121026057832,0.5169296558315271,0.23113119519369518,0.4826322751322751,0.4413440725940726,0.28585637901091004,0.5271810360923292,854.5,0.021917808219178082,,,,,,,,,,,,,,0.0,0.634920634920635,0.5446977222268645,0.7201013898382319,0.6361362994885608,0.8986517013343756,0.6830528395522579,0.4805306303747033,0.3466478696741855,0.5851370851370851,0.4441359079516975,0.3880173865026368,0.4968925705669094,949.1904761904761,0.028767123287671233,,,,,,,,,,,,,,0.0,0.2125,0.4085338680926916,0.722005772005772,0.6091361778737647,0.8550314465408805,0.7221717171717172,0.45913072776280317,0.0907148407148407,0.6347680097680098,0.34375,0.20197256936758473,0.4179436777920411,1238.25,0.005479452054794521,,,,,,,,,,,,,,0.0
13,Aleksandar Kovacevic,146.0,0.3333333333333333,0.44766805669938664,0.7395572054579408,0.6003781111354108,0.9123136276722279,0.7368373483401881,0.45127732559915323,0.1666333013391837,0.5102678571428572,0.45956349206349206,0.2552164220317762,0.4110072775538973,1149.375,0.021917808219178082,,,,,,,,,,,,,,0.0,0.41025641025641024,0.48608455104618786,0.7992352418823009,0.6072848941784937,0.9200465833103783,0.7676595020401684,0.46401528894695415,0.18527575365810658,0.5267399267399268,0.499454365079365,0.2650657006094639,0.4216670766475318,858.4615384615385,0.01780821917808219,,,,,,,,,,,,,,0.0,0.0,0.3833333333333333,0.7214285714285715,0.5456730769230769,0.9234693877551021,0.7113636363636364,0.4362244897959184,0.06666666666666667,0.45833333333333337,0.2,0.20516795865633075,0.3472222222222222,3216.0,0.0027397260273972603,,,,,,,,,,,,,,0.0,0.0,0.07692307692307693,0.0,0.62,0.7894736842105263,0.3870967741935484,0.3157894736842105,0.14285714285714285,0.4,0.5,0.22727272727272727,0.4,798.0,0.0013698630136986301,,,,,,,,,,,,,,0.0
14,Aleksandar Vukic,56.0,0.4418803418803418,0.478572122097863,0.8111038827102176,0.6068626259751042,0.938975383182007,0.7358033976599885,0.5277148848443394,0.15393646386293444,0.5562122187122187,0.3710187189353856,0.2459501525549532,0.4458187313370063,1045.923076923077,0.05342465753424658,,,,,,,,,,,,,,0.0,0.4691919191919191,0.484799273815769,0.8155207092372868,0.6028642252425388,0.9380865721646846,0.7353457050398577,0.5268323260047592,0.15732471723932828,0.5635845785039334,0.34914001768840486,0.2473117200035942,0.45171167621746366,1114.4545454545455,0.045205479452054796,,,,,,,,,,,,,,0.0,0.3333333333333333,0.4666666666666667,0.7333333333333333,0.6493506493506493,0.9259259259259259,0.76,0.4444444444444444,0.2,0.2,0.3333333333333333,0.25,0.46153846153846156,424.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,0.2833333333333333,0.4398540118459229,0.7975069375069375,0.6247544661349271,0.9474514273475506,0.7339848484848485,0.5501938612655489,0.11616161616161616,0.5817460317460318,0.55,0.23615383790491365,0.4037813490856969,718.0,0.00684931506849315,,,,,,,,,,,,,,0.0
15,Aleksandre Bakshi,704.0,0.5,0.39642857142857146,0.14285714285714285,0.6730769230769231,0.6470588235294118,0.4857142857142857,0.29411764705882354,0.14285714285714285,0.5,0.5,0.21739130434782608,0.4444444444444444,326.5,0.0027397260273972603,,,,,,,,,,,,,,0.0,0.0,0.14285714285714285,0.14285714285714285,0.6730769230769231,0.6470588235294118,0.4857142857142857,0.29411764705882354,0.14285714285714285,0.5,0.5,0.21739130434782608,0.4444444444444444,633.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Aleksandre Metreveli,570.0,0.1111111111111111,0.29114266396213656,0.5297619047619048,0.5381864623243934,0.8922266139657444,0.5703105590062112,0.4492753623188406,0.14285714285714285,0.4444444444444444,1.0,0.19292929292929295,0.33829365079365076,1713.0,0.00410958904109589,,,,,,,,,,,,,,0.0,0.1111111111111111,0.29114266396213656,0.5297619047619048,0.5381864623243934,0.8922266139657444,0.5703105590062112,0.4492753623188406,0.14285714285714285,0.4444444444444444,1.0,0.19292929292929295,0.33829365079365076,1713.0,0.00410958904109589,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Alessandro Giannessi,224.0,0.2,0.33728813559322035,0.5,0.6618518518518519,0.9033717105263157,0.5448853989813243,0.4654605263157895,0.164021164021164,0.5083333333333333,0.65625,0.3060200668896321,0.39166666666666666,421.0,0.0027397260273972603,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.33728813559322035,0.5,0.6618518518518519,0.9033717105263157,0.5448853989813243,0.4654605263157895,0.164021164021164,0.5083333333333333,0.65625,0.3060200668896321,0.39166666666666666,421.0,0.0027397260273972603,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Alex Bolt,323.0,0.2222222222222222,0.4397707231040564,0.7532610907610908,0.5862792003848328,0.872703013449784,0.7528522132597896,0.5019139718803433,0.15079365079365079,0.44646464646464645,0.31333333333333335,0.28137923472716964,0.4561383824216923,978.5,0.00821917808219178,,,,,,,,,,,,,,0.0,0.2,0.4314285714285714,0.7346825396825396,0.5852251813068697,0.8817263747604305,0.7415178940069855,0.4919519386702049,0.15277777777777776,0.4157575757575757,0.225,0.28765508167260356,0.45136605890603076,1071.2,0.00684931506849315,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.48148148148148145,0.8461538461538461,0.5915492957746479,0.8275862068965517,0.8095238095238095,0.5517241379310345,0.14285714285714285,0.6,0.6666666666666666,0.25,0.48,515.0,0.0013698630136986301,,,,,,,,,,,,,,0.0
19,Alex De Minaur,12.0,0.5998842592592593,0.5445513970243685,0.7871691638618394,0.5780717469338388,0.9273229618542798,0.7169119525475902,0.5332162054972459,0.3013338233485878,0.5695100714252561,0.44461599160945564,0.33483446936344413,0.5247658891662511,1816.6780821917807,0.2,,,,,,,,,,,,,,0.0,0.6166666666666667,0.5444018774204183,0.7868099694949787,0.5805435430460805,0.9255823113690522,0.7177960383683691,0.5346233987721964,0.3007611825625468,0.5821555785038932,0.45959320073735066,0.3287821656489866,0.5273843247170661,1908.7425742574258,0.13835616438356163,,,,,,,,,,,,,,0.0,0.4923611111111111,0.539768004470048,0.7453437561893445,0.5704722985311811,0.946087871345538,0.688286765272387,0.508624450523508,0.3397863742892515,0.5716816190345602,0.4596349252599252,0.34449329756640384,0.5430247820201642,1678.96,0.03424657534246575,,,,,,,,,,,,,,0.0,0.6449999999999999,0.5510390661093034,0.8390299068747344,0.5756972330951045,0.9128990952210778,0.7471511782112121,0.556182862737211,0.2577962777962778,0.5110660173160173,0.3584469696969697,0.3513870877921202,0.490679492430266,1523.9,0.0273972602739726,,,,,,,,,,,,,,0.0
20,Alex Knaff,486.0,0.5,0.4934523809523809,,,,,,,,,,,62.5,0.005479452054794521,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.43333333333333335,,,,,,,,,,,74.0,0.0027397260273972603,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Alex Michelsen,97.0,0.508888888888889,0.49283064700278695,0.8155820105820106,0.6709742354006784,0.925367561948207,0.6968615829355307,0.5202178156371705,0.20209081424251704,0.6453102453102453,0.38463718820861675,0.2597436666454996,0.48428334535918705,771.8,0.02054794520547945,,,,,,,,,,,,,,0.0,0.4407407407407407,0.467023188921342,0.7867724867724868,0.6748128836227317,0.919087030054772,0.6764121440853982,0.4963787387443301,0.20045265407107513,0.6125541125541125,0.3625992063492064,0.24670153818069818,0.4664274239437638,802.5555555555555,0.012328767123287671,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.611111111111111,0.5315418341249544,0.8587962962962963,0.6652162630675987,0.9347883597883597,0.7275357412107297,0.5559764309764309,0.2042750278044396,0.6944444444444443,0.414021164021164,0.27930685934270166,0.5110672274823218,725.6666666666666,0.00821917808219178,,,,,,,,,,,,,,0.0
22,Alex Molcan,113.0,0.5124472573839662,0.49660134021363417,0.7396587703973891,0.651632203257843,0.9074528373283055,0.665580218315476,0.5247799212262411,0.24474706099299084,0.6048626301077281,0.41720989120285795,0.28930906076267904,0.48171149512478045,1451.925,0.1095890410958904,,,,,,,,,,,,,,0.0,0.4161458333333333,0.45388331554560507,0.6998364186460124,0.6483809053741848,0.890494528833058,0.6621675027621545,0.5164470899529544,0.20001400129116578,0.5606075932056324,0.36486429512516466,0.25758481166314817,0.4427036962122096,1461.6666666666667,0.045205479452054796,,,,,,,,,,,,,,0.0,0.6020833333333333,0.5296613677158166,0.7505198954359782,0.6464901257785679,0.9257731135386221,0.6596039644824536,0.5383255553634595,0.2836767829414888,0.6165332839674945,0.4569459069459069,0.3176558135803093,0.5170837154687246,1473.325,0.0547945205479452,,,,,,,,,,,,,,0.0,0.4404761904761904,0.5029692958264387,0.8456766917293234,0.6930160008062051,0.878255758809756,0.7121611321299286,0.4857682083278157,0.19106819106819106,0.7122056514913657,0.3902777777777777,0.26685572030788524,0.4512946087525919,1283.7142857142858,0.009589041095890411,,,,,,,,,,,,,,0.0
23,Alex Rybakov,378.0,0.3333333333333333,0.4,0.7142857142857143,0.7572815533980582,0.92,0.5769230769230769,0.64,0.06666666666666667,0.5555555555555556,0.16666666666666666,0.234375,0.46153846153846156,841.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,0.3333333333333333,0.4,0.7142857142857143,0.7572815533980582,0.92,0.5769230769230769,0.64,0.06666666666666667,0.5555555555555556,0.16666666666666666,0.234375,0.46153846153846156,841.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Alexandar Lazarov,709.0,0.5333333333333334,0.4966602025425555,0.6387310606060607,0.6457871396895787,0.8382290562036055,0.6189130542763843,0.3908536585365854,0.1763888888888889,0.5285714285714286,0.35833333333333334,0.25386400322841,0.39983870967741936,741.8,0.00684931506849315,,,,,,,,,,,,,,0.0,0.41666666666666663,0.3900560224089636,0.6387310606060607,0.6457871396895787,0.8382290562036055,0.6189130542763843,0.3908536585365854,0.1763888888888889,0.5285714285714286,0.35833333333333334,0.25386400322841,0.39983870967741936,926.5,0.005479452054794521,,,,,,,,,,,,,,0.0,1.0,0.9230769230769231,,,,,,,,,,,3.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Alexander Blockx,646.0,0.0,0.43478260869565216,0.9090909090909091,0.6956521739130435,0.9523809523809523,0.7708333333333334,0.47619047619047616,0.0,0.8333333333333334,0.0,0.2553191489361702,0.3333333333333333,908.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,0.0,0.43478260869565216,0.9090909090909091,0.6956521739130435,0.9523809523809523,0.7708333333333334,0.47619047619047616,0.0,0.8333333333333334,0.0,0.2553191489361702,0.3333333333333333,908.0,0.0013698630136986301,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Alexander Bublik,32.0,0.5114583333333333,0.500171974401053,0.8126591216036536,0.5989247557853337,0.7853435745218386,0.7911082912944104,0.4548418469822284,0.2080617012692768,0.6102292371908278,0.4115516062884484,0.28077937153291976,0.4646705646828774,1423.8214285714287,0.15342465753424658,,,,,,,,,,,,,,0.0,0.4757575757575757,0.49145592867795657,0.8032163195221896,0.6056435369798623,0.7857345489763949,0.7877296153314741,0.44545127029238224,0.20455368936805704,0.6111705259026687,0.38982168625025765,0.2787199964109481,0.46576080500706407,1441.560606060606,0.09041095890410959,,,,,,,,,,,,,,0.0,0.4277777777777778,0.4469696181235048,0.7399450612336521,0.5655518374937031,0.7783268304894357,0.7457207037836097,0.4270376783643012,0.1644102512799992,0.5699876854766676,0.3830911152339724,0.259203886018858,0.40072259084789197,1216.3809523809523,0.028767123287671233,,,,,,,,,,,,,,0.0,0.6759999999999999,0.5678723143831683,0.885900543900544,0.6046870116134299,0.7891297048383898,0.8304861142283546,0.497412934900831,0.24036445992200467,0.6376811594202898,0.4761645021645022,0.30064032698985055,0.5054077812737171,1551.24,0.03424657534246575,,,,,,,,,,,,,,0.0
27,Alexander Ritschard,163.0,0.4833333333333333,0.4984596934596935,0.7400593233926567,0.5863078646082603,0.927295898201192,0.7074105926928508,0.4529407779719763,0.18965806772824317,0.5719135802469135,0.4057734204793028,0.30273041717273014,0.45729657019979597,1466.3,0.0136986301369863,,,,,,,,,,,,,,0.0,0.5625,0.5462033462033462,0.7542087542087542,0.610123008671103,0.9214814814814815,0.7430104617604618,0.44296296296296295,0.16842105263157894,0.4444444444444444,0.2222222222222222,0.28500089174246473,0.4664224664224664,1448.0,0.005479452054794521,,,,,,,,,,,,,,0.0,0.4666666666666667,0.46904761904761905,0.734126984126984,0.5730303510922068,0.9431093995150477,0.6920489188231124,0.46593353301954066,0.20396825396825397,0.6377777777777778,0.55,0.3239142158654354,0.44328034650615294,744.2,0.00684931506849315,,,,,,,,,,,,,,0.0,0.25,0.45454545454545453,0.7272727272727273,0.58125,0.8656716417910447,0.6774193548387096,0.417910447761194,0.18181818181818182,0.625,0.23529411764705882,0.25,0.5,5150.0,0.0013698630136986301,,,,,,,,,,,,,,0.0
28,Alexander Shevchenko,63.0,0.48379629629629634,0.4744039909897508,0.7331939914660504,0.5869283818880173,0.92329779840336,0.681413736860623,0.5061691917227347,0.21428025496652947,0.5706815490274139,0.40341786624681364,0.2705102888271738,0.49208284434226457,1362.3333333333333,0.049315068493150684,,,,,,,,,,,,,,0.0,0.4848484848484848,0.47664014983981834,0.7745323267047867,0.5980833215969416,0.930402463449533,0.7116848940731113,0.5060518601900033,0.1806215471990873,0.5659878000787091,0.3721861471861472,0.241700594926354,0.4862371490702688,1130.9545454545455,0.030136986301369864,,,,,,,,,,,,,,0.0,0.5192307692307692,0.4834436978048244,0.6782162282162283,0.5602520757326324,0.9149897343562489,0.637609322845894,0.5132525623978238,0.2818070818070818,0.5819717563138617,0.4680729189838502,0.3219740916731852,0.5053453272851266,1773.1538461538462,0.01780821917808219,,,,,,,,,,,,,,0.0,0.0,0.3076923076923077,0.5384615384615384,0.6883116883116883,0.875,0.5849056603773585,0.4166666666666667,0.07692307692307693,0.5384615384615384,0.25,0.23529411764705882,0.4482758620689655,1112.0,0.0013698630136986301,,,,,,,,,,,,,,0.0
29,Alexander Zverev,7.0,0.6450413223140495,0.5489739110800336,0.8408422555438133,0.7089559560729906,0.8604926050997405,0.741657189327801,0.49879354437775253,0.26561403415196244,0.6174160183251092,0.4181220992277196,0.3069674462998524,0.5059713404768503,1986.72131147541,0.16712328767123288,,,,,,,,,,,,,,0.0,0.594102564102564,0.5334638014423774,0.8453304137046902,0.7185435102679706,0.8735271410747368,0.740552966286049,0.49915120107653105,0.22957978519268252,0.5888428511379331,0.3953672883294732,0.2891533168294481,0.49293182711545735,2098.6666666666665,0.09041095890410959,,,,,,,,,,,,,,0.0,0.7078231292517008,0.568633885528015,0.8207312401395641,0.6993718416486223,0.8380650488220877,0.7346119190842495,0.4888987693488788,0.33054847976460516,0.6231708859615837,0.46826560513241233,0.3430849652272357,0.5246882186317029,1994.8367346938776,0.06712328767123288,,,,,,,,,,,,,,0.0,0.6785714285714286,0.555376536579544,0.9399436090225564,0.6870174680901837,0.8964505221326281,0.801227580706069,0.5647358716626396,0.15393385424345177,0.8666666666666667,0.28623757195185767,0.21956173031906603,0.49603438889153173,874.4285714285714,0.009589041095890411,,,,,,,,,,,,,,0.0
